Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
支配,支配、控制,彼は会社を支配している。,他控制着公司。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>会社<rt>かいしゃ</rt></ruby>を<ruby>支配<rt>しはい</rt></ruby><ruby>している<rt>している</rt></ruby>。,<ol><li>彼（かれ）：指“他”。</li><li>会社（かいしゃ）：公司。</li><li>を：助词，表示动作的对象。</li><li>支配（しはい）：表示支配、掌控、控制。多用在权力或范围较大的管理上，如“国家を支配する”。</li><li>している：动词“する”的ている形，表示正在进行或状态的持续。</li><li>语法结构“〜を支配している”表达“正在支配/掌控〜”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_支配.mp3]
芝居,戏剧,彼は芝居を見るのが好きです。,他喜欢看戏剧。,<ruby>彼は<rt>かれは</rt></ruby><ruby>芝居<rt>しばい</rt></ruby><ruby>を見る<rt>をみる</rt></ruby><ruby>のが<rt>のが</rt></ruby><ruby>好き<rt>すき</rt></ruby><ruby>です。<rt>です。</rt></ruby>,<ol><li>芝居（しばい）：指“戏剧”“舞台剧”，在日常对话里也可指“装腔作势”“演戏”。</li><li>見る（みる）：动词“看”，搭配芝居变为“看戏剧”。</li><li>のが好き：表示“喜欢做某事”，用法为“动词基本形＋のが好き”。</li><li>日语将舞台表演称为芝居，与中文“戏剧”意思相同，但平时朋友之间也会用“芝居がかった”来评价一个人表现得很夸张，看语境区分含义。</li></ol>,[sound:jlpt_vocabulary_in_sentence_芝居.mp3]
しばしば,经常,彼はしばしば図書館に行きます。,他经常去图书馆。,<ruby>彼は<rt>かれは</rt></ruby><ruby>しばしば<rt>しばしば</rt></ruby><ruby>図書館<rt>としょかん</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>行きます<rt>いきます</rt></ruby>。,<ol><li>彼（かれ）：他，指男性。</li><li>しばしば：副词，表示“经常、时常”，多用于书面语或较正式的场合，口语中也可用“よく”。</li><li>図書館（としょかん）：图书馆。</li><li>に：助词，表示动作的目的地或方向。</li><li>行きます（いきます）：“去”，是“行く”的敬体形式。</li><li>此句型“〜は〜に行きます”常用于表达某人去某地的习惯行为。</li></ol>,[sound:jlpt_vocabulary_in_sentence_しばしば.mp3]
芝生,草坪,公園の芝生で遊びました。,我在公园的草坪上玩耍了。,<ruby>公園<rt>こうえん</rt></ruby>の<ruby>芝生<rt>しばふ</rt></ruby>で<ruby>遊びました<rt>あそびました</rt></ruby>。,<ol><li>公園（こうえん）：指专门为公众活动、休息用的开放式场所，类似“公园”。</li><li>芝生（しばふ）：指草坪，一般是指专门种有矮草，供人休息、散步或玩耍的地方。</li><li>で：表示地点助词，用于说明动作发生的具体场所。</li><li>遊びました（あそびました）：动词「遊ぶ」（玩、玩耍）的过去式礼貌形，“玩耍了”。</li><li>表达句型为“场所+で+动词”表示“在某个地方做某事”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_芝生.mp3]
支払,支付,店で支払を済ませました。,我在店里付了钱。,<ruby>店<rt>みせ</rt></ruby>で<ruby>支払<rt>しはらい</rt></ruby>を<ruby>済ませました<rt>すませました</rt></ruby>。,<ol><li>店（みせ）：指的是“商店”或“店铺”。</li><li>で：表场所助词，表示动作发生的场所。</li><li>支払（しはらい）：名词，表示“支付”的意思，常用于日常购物、缴费等场合，可作“～をする”或“～を済ませる”等搭配。</li><li>を：宾语助词，引出动作的对象。</li><li>済ませました（すませました）：动词“済ます”的敬体过去式，表示某事已完成。</li><li>语法结构：“Aを済ませる”表示把A这件事办完、做完。这个句子说明已经完成支付的动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_支払.mp3]
支払う,支付,店で現金を支払いました。,我在店里用现金支付了。,<ruby>店<rt>みせ</rt></ruby>で<ruby>現金<rt>げんきん</rt></ruby>を<ruby>支払いました<rt>しはらいました</rt></ruby>。,<ol><li>店（みせ）：指商店、店铺等。</li><li>で：表示动作发生的场所助词。</li><li>現金（げんきん）：现金。</li><li>を：宾语助词，表示动作的对象。</li><li>支払いました（しはらいました）：动词「支払う」的ます形的过去式，表示“支付了”。</li><li>语法：「[场所]で[物]を[动词]」表示在某地对某物进行某动作。</li><li>在日本大部分店铺仍接受现金支付，但近年来电子支付变得普及。</li></ol>,[sound:jlpt_vocabulary_in_sentence_支払う.mp3]
死亡,死亡,彼の突然の死亡は皆を驚かせた。,他的突然死亡让大家很吃惊。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>突然<rt>とつぜん</rt></ruby>の<ruby>死亡<rt>しぼう</rt></ruby>は<ruby>皆<rt>みな</rt></ruby>を<ruby>驚かせた<rt>おどろかせた</rt></ruby>。,<ol><li>彼（かれ）：指“他”，是第三人称男性常用代词。</li><li>突然（とつぜん）：副词，表示事情发生得很突然。</li><li>死亡（しぼう）：名词，表示“死亡”，书面及正式场合使用。</li><li>の：连接前后两个名词，起到修饰作用。</li><li>は：主题助词，标记句子主题。</li><li>皆（みな）：意为“大家”、“所有人”。</li><li>を：宾格助词，标记动作的对象。</li><li>驚かせた（おどろかせた）：动词“驚かせる”（使……吃惊）的过去式。</li><li>整个句子使用了“の”来对名词进行修饰，表达“突然的死亡”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_死亡.mp3]
資本,资本,資本が足りないので事業を始められない。,因为资金不足，所以无法开始事业。,<ruby>資本<rt>しほん</rt></ruby>が<ruby>足りない<rt>たりない</rt></ruby>ので<ruby>事業<rt>じぎょう</rt></ruby>を<ruby>始められない<rt>はじめられない</rt></ruby>。,<ol><li>資本（しほん）：指进行经济活动或投资所需的资金，也可泛指企业开展业务的基本财物。与“資金（しきん）”不同，資本更强调长期和基础性的投入。</li><li>足りない：是动词足りる（足够）的否定形，表示“不足，不够”。</li><li>ので：表示原因或理由，前接普通形。“因为……所以……”的意思。</li><li>事業（じぎょう）：指事业、企业、工程等较大规模的经济或社会活动。</li><li>始められない：动词始める（开始）的可能态被动否定形，表示“不能开始”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_資本.mp3]
姉妹,姐妹,私には姉妹が二人います。,我有两个姐妹。,<ruby>私<rt>わたし</rt></ruby>には<ruby>姉妹<rt>しまい</rt></ruby>が<ruby>二人<rt>ふたり</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>私（わたし）：意思是“我”，用于自称。</li><li>には：表示强调“我”的范围。</li><li>姉妹（しまい）：意思是“姐妹”，包括姐姐（あね）和妹妹（いもうと）。</li><li>が：主语助词，标明主语。</li><li>二人（ふたり）：表示“两个人”。</li><li>います：表示“有（人、动物）”，对应于拥有者时常和“に”搭配使用。</li><li>姉妹在日语中泛指有血缘关系的姐姐和妹妹，日常会具体称呼为“姉”（あね、姐姐）和“妹”（いもうと、妹妹）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_姉妹.mp3]
しまった (かん),糟了、完了,財布を忘れてしまった。,把钱包忘记了。,<ruby>財布<rt>さいふ</rt></ruby>を<ruby>忘れて<rt>わすれて</rt></ruby><ruby>しまった<rt>しまった</rt></ruby>。,<ol><li>財布(さいふ)：钱包。</li><li>を：宾语助词，标记动作的对象。</li><li>忘れて(わすれて)：动词“忘れる（わすれる）”的て形，表示动作的连接。</li><li>しまった：接在动词て形后，表示遗憾、懊悔或动作已经不可挽回。常用于表达“糟糕了”或“不小心做了某事”。</li><li>语法补充：「～てしまった」结构表达某事已经结束，带有完成或后悔、遗憾的语气。</li></ol>,[sound:jlpt_vocabulary_in_sentence_しまった (かん).mp3]
自慢,自豪、自夸,彼は自分の作品を自慢していた。,他在自夸自己的作品。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>自分<rt>じぶん</rt></ruby>の<ruby>作品<rt>さくひん</rt></ruby>を<ruby>自慢<rt>じまん</rt></ruby><ruby>していた<rt>していた</rt></ruby>。,<ol><li>彼（かれ）：他，第三人称代词，用于指代男性。</li><li>自分（じぶん）：自己，本人。</li><li>作品（さくひん）：作品，指完成的艺术或文学成果。</li><li>を：助词，标记动作的对象。</li><li>自慢（じまん）：自豪、夸耀、炫耀，可以作名词或动词。作动词时常和「する」搭配。</li><li>していた：「している」的过去进行时，表示过去正在进行某动作。</li><li>日本文化中，过度自慢（じまん）被认为不谦虚，社交场合需注意表达分寸。</li></ol>,[sound:jlpt_vocabulary_in_sentence_自慢.mp3]
地味,朴素，低调,彼女の服装は地味ですが、上品です。,她的穿着虽然朴素，但很高雅。,<ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>服装<rt>ふくそう</rt></ruby>は<ruby>地味<rt>じみ</rt></ruby>ですが、<ruby>上品<rt>じょうひん</rt></ruby>です。,<ol><li>彼女（かのじょ）：指“她、女朋友”。</li><li>服装（ふくそう）：意为“服装、穿着”。</li><li>は：主题助词，提示前面的内容为句子的主题。</li><li>地味（じみ）：表示“素雅、低调、不引人注目”。有时带有褒义或中性，并非仅指不好看。</li><li>ですが：连接两个分句，前后对比。“虽然……但……”的用法。</li><li>上品（じょうひん）：表示“高雅、有品位”。</li><li>です：礼貌句尾，表示断定或描述。</li></ol>,[sound:jlpt_vocabulary_in_sentence_地味.mp3]
示す,出示，表示,先生は地図を示して説明した。,老师出示了地图进行说明。,<ruby>先生<rt>せんせい</rt></ruby>は<ruby>地図<rt>ちず</rt></ruby>を<ruby>示して<rt>しめして</rt></ruby><ruby>説明<rt>せつめい</rt></ruby>した。,<ol><li>先生（せんせい）：老师。</li><li>地図（ちず）：地图。</li><li>を：助词，表示动作的对象。</li><li>示して（しめして）：动词「示す」的て形，表示“出示、展示、给予看”的意思。</li><li>説明（せつめい）：名词，意为说明、解释。</li><li>した：动词「する」的过去式，表示已经进行了某种行为，这里指“进行了说明”。</li><li>语法点：动词て形+他动词（例えば「示して説明する」）组合表示先后动作，先“示す”地图后“说明”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_示す.mp3]
占める,占据,女性が会社で多くの役職を占めるようになった。,女性在公司里开始担任许多职位。,<ruby>女性<rt>じょせい</rt></ruby>が<ruby>会社<rt>かいしゃ</rt></ruby>で<ruby>多くの<rt>おおくの</rt></ruby><ruby>役職<rt>やくしょく</rt></ruby>を<ruby>占める<rt>しめる</rt></ruby><ruby>ように<rt>ように</rt></ruby><ruby>なった<rt>なった</rt></ruby>。,<ol><li>女性（じょせい）：指“女性，妇女”。</li><li>が：主格助词，标记主语。</li><li>会社（かいしゃ）：公司、企业。</li><li>で：表示动作的场所。</li><li>多くの（おおくの）：许多的，修饰后面的名词。</li><li>役職（やくしょく）：职务、职位。</li><li>を：宾格助词，标记宾语。</li><li>占める（しめる）：动词，意思为“占据、担任”，常用于表达占据某种地位、比重或职位。</li><li>ように〜なった：表示变化，已经变成了某种状态。“ように”后跟动词表希望、目标或变化后状态。</li><li>日本职场中，女性担任管理层职位比例逐年增加，这体现女性社会地位上升。</li></ol>,[sound:jlpt_vocabulary_in_sentence_占める.mp3]
湿る,潮湿，弄湿,洗濯物がまだ湿っています。,洗的衣服还没有干。,<ruby>洗濯物<rt>せんたくもの</rt></ruby>がまだ<ruby>湿っています<rt>しめっています</rt></ruby>。,<ol><li>洗濯物（せんたくもの）：洗过的衣服、要洗的衣物。日常生活中经常使用的词语。</li><li>が：表示主语的助词。</li><li>まだ：意思是“还，尚未”，强调动作或状态还未结束。</li><li>湿っています（しめっています）：动词「湿る」（しめる）的「ている」形，表示持续状态，意为“潮湿着、没干”。</li><li>ている形：表示某个动作发生后状态正在持续，或正在进行。例如：「降っている」（正在下雨）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_湿る.mp3]
下,下方,机の下に猫がいます。,桌子下面有一只猫。,<ruby>机<rt>つくえ</rt></ruby>の<ruby>下<rt>した</rt></ruby>に<ruby>猫<rt>ねこ</rt></ruby>が<ruby>います<rt>います</rt></ruby>。,<ol><li>机（つくえ）：桌子。</li><li>の：表示所属、连接词。</li><li>下（した）：表示某物的下方或底部位置。</li><li>に：表示动作的方向或位置。</li><li>猫（ねこ）：猫。</li><li>が：主语标记，强调主语“猫”。</li><li>います：表示有生命物体存在的敬体形式。</li><li>句型结构“～の下に～がいます”常用来描述位置关系。</li></ol>,[sound:jlpt_vocabulary_in_sentence_下.mp3]
霜,霜，白霜,朝になると草の上に霜が降りていた。,到了早晨，草上已经结了霜。,<ruby>朝<rt>あさ</rt></ruby><ruby>になると<rt>になると</rt></ruby><ruby>草<rt>くさ</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>に<ruby>霜<rt>しも</rt></ruby>が<ruby>降りていた<rt>おりていた</rt></ruby>。,<ol><li>朝（あさ）：早晨、清晨。本句作为时间点使用。</li><li>になると：表示前接名词发生变化后，出现后项的状态。“到了……就……”</li><li>草（くさ）：植物草。</li><li>上（うえ）：……上面。</li><li>霜（しも）：指秋冬路面、植物或物体上出现的白色冰晶（霜），是水汽直接凝结形成的。</li><li>降りていた（おりていた）：动词“降りる（おりる）”的ている形，表示动作的持续或已完成状态，常用于表示自然现象。</li><li>日本由于气候偏北，秋冬季清晨常见植物叶面结有白霜，是季节变换的标志。</li></ol>,[sound:jlpt_vocabulary_in_sentence_霜.mp3]
借金,借钱，债务,彼は借金を返すために働いている。,他为了还债在工作。,<ruby>彼は<rt>かれは</rt></ruby><ruby>借金<rt>しゃっきん</rt></ruby>を<ruby>返す<rt>かえす</rt></ruby>ために<ruby>働いている<rt>はたらいている</rt></ruby>。,<ol><li>彼（かれ）：他，指男性。</li><li>借金（しゃっきん）：借的钱，债务，日常生活中多用于指向银行、朋友等借款。</li><li>を：宾格助词，标记动作的对象。</li><li>返す（かえす）：归还、偿还，用于金钱、物品等。</li><li>ために：表示目的，“为了……”。</li><li>働いている（はたらいている）：动词“働く（はたらく）”的ている形，表示正在进行的动作或者持续的状态。</li><li>在日本社会，借金的概念既可能指消费贷款，也常用于表示经济负担。一般来说，个人借金被视为需要早日偿还的责任，有时也是社会评价的重要因素。</li></ol>,[sound:jlpt_vocabulary_in_sentence_借金.mp3]
しゃべる,说话,彼はとても早口でしゃべる。,他讲话非常快。,<ruby>彼<rt>かれ</rt></ruby>はとても<ruby>早口<rt>はやくち</rt></ruby>でしゃべる。,<ol><li>彼（かれ）：他，指男性。</li><li>とても：非常、很。</li><li>早口（はやくち）：说话很快；这里作方式补语。</li><li>で：表示方式、手段，连接名词和动词。</li><li>しゃべる：说话、讲话。为动词，意思为“说、聊天”。</li><li>本句子句型为“主语+は+补语+で+动词”。</li><li>“しゃべる”较为口语化，常用于日常生活，不如“話す（はなす）”正式。</li></ol>,[sound:jlpt_vocabulary_in_sentence_しゃべる.mp3]
週,周，星期,来週の予定を教えてください。,请告诉我下周的安排。,<ruby>来週<rt>らいしゅう</rt></ruby>の<ruby>予定<rt>よてい</rt></ruby>を<ruby>教えて<rt>おしえて</rt></ruby><ruby>ください<rt>ください</rt></ruby>。,"<ol><li>来週（らいしゅう）：下周，本周的下一个星期。</li><li>予定（よてい）：预定、安排、计划。</li><li>教えてください：表达请求对方告知的礼貌用语，「教える（おしえる）」是“告诉、教”的意思，「～てください」表示“请……”。</li><li>助词「の」：表示前后体词的修饰关系。</li><li>「週」有时读作「しゅう（常见于复合词如来週）」, 单独使用时则为「しゅう」，用于表示“星期”或“一周”的时间单位。</li></ol>",[sound:jlpt_vocabulary_in_sentence_週.mp3]
州,州、省,私はアメリカのカリフォルニア州に行きました。,我去了美国的加利福尼亚州。,<ruby>私<rt>わたし</rt></ruby>はアメリカの<ruby>カリフォルニア州<rt>かりふぉるにあしゅう</rt></ruby>に<ruby>行きました<rt>いきました</rt></ruby>。,<ol><li>私（わたし）：第一人称，表示“我”。</li><li>は：助词，主语提示助词，表“是……”。</li><li>アメリカ：外来语，指“美国”。</li><li>の：格助词，表示领属关系，这里表示“美国的”。</li><li>カリフォルニア州（かりふぉるにあしゅう）：美国的加利福尼亚州，“州”在日语中常用作国家内行政区域，如美国、澳大利亚等。中国古代也用该汉字，但现代中国称为“省”。</li><li>に：助词，表示动作的目的地。</li><li>行きました（いきました）：动词“行く”的过去式，表示“去了”。</li><li>句子结构是“私はAに行きました”，常用于表达到某地旅行或出差。</li></ol>,[sound:jlpt_vocabulary_in_sentence_州.mp3]
銃,枪,彼は新しい銃を買いました。,他买了新的枪。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>新しい<rt>あたらしい</rt></ruby><ruby>銃<rt>じゅう</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>彼（かれ）：指“他”，用于男性。女性时一般用「彼女（かのじょ）」。</li><li>は：助词，表示主语。</li><li>新しい（あたらしい）：形容词，意思是“新的”。</li><li>銃（じゅう）：名词，“枪”，汉字写法与中文一致。</li><li>を：助词，表示动作的对象。</li><li>買いました：动词“买う（かう）”的过去敬体形式，意为“买了”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_銃.mp3]
周囲,周围,周囲の人に助けられました。,得到了周围人的帮助。,<ruby>周囲<rt>しゅうい</rt></ruby>の<ruby>人<rt>ひと</rt></ruby>に<ruby>助けられました<rt>たすけられました</rt></ruby>。,<ol><li>周囲（しゅうい）：名词，表示周围、周遭。常用于指某人附近的环境或人群。</li><li>の：表示前后两个名词的修饰关系，属于日语的连体助词，类似于中文“的”。</li><li>助けられました：助ける（たすける，帮助）的被动态，表示“被……帮助”，这里是敬体过去式，表达“得到了帮助”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_周囲.mp3]
収穫,收获,秋にはたくさんの収穫があります。,秋天有很多收获。,<ruby>秋<rt>あき</rt></ruby>にはたくさんの<ruby>収穫<rt>しゅうかく</rt></ruby>があります。,<ol><li>秋（あき）：意思是“秋天”，日本四季分明，秋季常用来指代收获丰收的季节。</li><li>には：表示在“秋”这个时间点上。</li><li>たくさん：副词，表示“很多”“大量”。</li><li>の：连接名词和名词的助词。</li><li>収穫（しゅうかく）：可以指农作物的收获，也可以比喻为成果。</li><li>が：主语助词，提示“收获”为主语。</li><li>あります：动词“有”，表示存在无生命的物体、事实等。</li><li>语法点：日语中表示存在时，分“あります”（无生命、非动物）和“います”（有生命、动物）。</li><li>文化背景：在日本，秋季是农作物成熟、丰收的重要时期，经常举办各种祭典庆祝收获。</li></ol>,[sound:jlpt_vocabulary_in_sentence_収穫.mp3]
宗教,宗教,日本にはさまざまな宗教があります。,日本有各种各样的宗教。,<ruby>日本<rt>にほん</rt></ruby><ruby>には<rt>には</rt></ruby><ruby>さまざまな<rt>さまざまな</rt></ruby><ruby>宗教<rt>しゅうきょう</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>あります<rt>あります</rt></ruby>。,<ol><li>日本（にほん）：日本，是指日本国家。</li><li>さまざまな：各种各样的，多样的，属于形容动词「さまざま」的连体形，多用于修饰名词。</li><li>宗教（しゅうきょう）：宗教，泛指有特定信仰体系和仪式的文化、哲学系统。</li><li>があります：表示存在某物，多用于表示无生命物体或抽象概念的存在。「が」为主格助词，「あります」为动词「ある」的礼貌形。</li><li>语序结构为“〜には 〜があります”，表示“在~有~”这一结构，常用来说明某地或某时间存在某些东西。</li><li>日本的宗教多数为神道、佛教等，信仰多样且允许并存，与一些一神教国家不同。</li></ol>,[sound:jlpt_vocabulary_in_sentence_宗教.mp3]
重視,重视、看重,彼は時間を重視しています。,他很重视时间。,<ruby>彼は<rt>かれは</rt></ruby><ruby>時間を<rt>じかんを</rt></ruby><ruby>重視しています<rt>じゅうししています</rt></ruby>。,<ol><li>彼（かれ）：第三人称男性代词，表示“他”。</li><li>時間（じかん）：名词，意为“时间”。</li><li>重視（じゅうし）：动词，表示“重视、看重”。重视某事可用“～を重視する”表达。</li><li>ています：动词て形加います，表示动作正在进行或一种习惯，表达“正在…”、“经常…”。</li><li>日语句式“～を重視しています”习惯上用于表明一个人对某事非常在意或认为其很重要。</li></ol>,[sound:jlpt_vocabulary_in_sentence_重視.mp3]
就職,就职，工作,兄は大学を卒業して就職しました。,哥哥大学毕业后找到了工作。,<ruby>兄<rt>あに</rt></ruby>は<ruby>大学<rt>だいがく</rt></ruby>を<ruby>卒業<rt>そつぎょう</rt></ruby>して<ruby>就職<rt>しゅうしょく</rt></ruby>しました,<ol><li>兄（あに）：哥哥，指说话人的哥哥。</li><li>大学（だいがく）：大学，高等教育机构。</li><li>卒業（そつぎょう）：毕业，这里指完成大学课程。</li><li>就職（しゅうしょく）：就职，指找到并开始工作。</li><li>助词「は」表示主语，「を」表示宾语。「して」为「する」的て形连接用法，表示动作顺序。「しました」为过去式，表示已经完成的动作。</li><li>日本大学生毕业后就业很常见，一般称为「就職活動（しゅうしょくかつどう）」，是日本文化中特别重要的人生阶段。</li></ol>,[sound:jlpt_vocabulary_in_sentence_就職.mp3]
ジュース,果汁饮料,朝ごはんにジュースを飲みました。,我早餐喝了果汁饮料。,<ruby>朝ごはん<rt>あさごはん</rt></ruby>に<ruby>ジュース<rt>じゅーす</rt></ruby>を<ruby>飲みました<rt>のみました</rt></ruby>。,<ol><li>朝ごはん（あさごはん）：早餐，由“朝”（あさ，早晨）和“ごはん”（米饭）组成，日语习惯表示一餐。</li><li>に：表示时间点或发生动作的时间。</li><li>ジュース（じゅーす）：果汁饮料，外来语，泛指各种果汁或饮料，在日本不特指纯果汁，即含有糖分等加工饮品也叫“ジュース”。</li><li>を：宾语助词，标记动作的对象。</li><li>飲みました（のみました）：“飲む”（喝）的礼貌过去式，表示已经喝过。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ジュース.mp3]
修正,修改，修正,レポートの内容を修正しました。,我修改了报告的内容。,<ruby>レポート<rt>れぽーと</rt></ruby>の<ruby>内容<rt>ないよう</rt></ruby>を<ruby>修正<rt>しゅうせい</rt></ruby><ruby>しました<rt>しました</rt></ruby>。,"<ol><li>レポート：英语 ""report"" 的音译，指报告、论文。</li><li>内容（ないよう）：名词，内容、内涵。</li><li>を：助词，表示宾语。</li><li>修正（しゅうせい）：名词/他动词，指修改、订正已有内容中的错误或不完善之处。</li><li>しました：动词 ""する"" 的过去式，表示已经进行了某动作。</li><li>语法点：句型“〜を修正する”，常用于说明对文件、文章、设计等做了修改。</li></ol>",[sound:jlpt_vocabulary_in_sentence_修正.mp3]
重体,重病患者,重体の人は病院で特別な治療を受けています。,重病患者正在医院接受特殊治疗。,<ruby>重体<rt>じゅうたい</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>人<rt>ひと</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>病院<rt>びょういん</rt></ruby><ruby>で<rt>で</rt></ruby><ruby>特別な<rt>とくべつな</rt></ruby><ruby>治療<rt>ちりょう</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>受けています<rt>うけています</rt></ruby>。,<ol><li>重体（じゅうたい）：表示病情很严重，指‘重病患者’。常用于医疗、新闻等正式语境。</li><li>特別な（とくべつな）：表示‘特别的’、‘特殊的’。后续名词和动词搭配。</li><li>治療（ちりょう）：意为‘治疗’、‘医疗’。常与‘受ける（うける，接受）’搭配。</li><li>〜を受けています：‘正在接受～’。‘受ける’为二类动词，这里用ています表示动作正在持续。</li></ol>,[sound:jlpt_vocabulary_in_sentence_重体.mp3]
渋滞,堵车,朝の通勤時間は渋滞がひどいです。,早上的通勤时间堵车很严重。,<ruby>朝<rt>あさ</rt></ruby>の<ruby>通勤<rt>つうきん</rt></ruby><ruby>時間<rt>じかん</rt></ruby>は<ruby>渋滞<rt>じゅうたい</rt></ruby>がひどいです。,<ol><li>朝（あさ）：早晨，清晨。</li><li>通勤（つうきん）：通勤，上下班的路上。</li><li>時間（じかん）：时间。</li><li>渋滞（じゅうたい）：堵塞，多指交通堵塞，也可泛指进展缓慢。</li><li>ひどい：严重，厉害。</li><li>です：敬语终止助动词，用于陈述正式语气。</li><li>语法点：『渋滞がひどい』表示“堵车很厉害”，（が）为主格助词，表示『渋滞』是描述对象。形容词『ひどい』指严重、不好，和主语一起构成描述。</li><li>文化补充：日本大城市上班高峰时期经常出现交通堵塞，尤其在早上7-9点之间。</li></ol>,[sound:jlpt_vocabulary_in_sentence_渋滞.mp3]
重大,重要，重大,その問題は重大な影響を持っています。,那个问题有重大的影响。,<ruby>その<rt>その</rt></ruby><ruby>問題<rt>もんだい</rt></ruby>は<ruby>重大<rt>じゅうだい</rt></ruby>な<ruby>影響<rt>えいきょう</rt></ruby>を<ruby>持っています<rt>もっています</rt></ruby>。,<ol><li>その：指示代词，意思为“那个”，常用来指代说话人和听者都知道的事物或事态。</li><li>問題（もんだい）：名词，意为“问题”。</li><li>は：主题助词，表示提示主语。</li><li>重大（じゅうだい）：形容动词，表示“重要的，重大的”，用于强调事情的重要性。</li><li>な：形容动词“重大”的连接词，后接名词时需加“な”。</li><li>影響（えいきょう）：名词，意味“影响”。</li><li>を：宾格助词，表示动作的对象。</li><li>持っています（もっています）：动词“持つ”的ている形，表示持续拥有或某种状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_重大.mp3]
住宅,住宅，住房,新しい住宅がこの町に建ちました。,这个小镇建起了新住宅。,<ruby>新しい<rt>あたらしい</rt></ruby><ruby>住宅<rt>じゅうたく</rt></ruby>がこの<ruby>町<rt>まち</rt></ruby>に<ruby>建ちました<rt>たちました</rt></ruby>。,<ol><li>新しい（あたらしい）：形容词，意思是“新”。</li><li>住宅（じゅうたく）：名词，指住宅、住房。</li><li>が：主语助词，标记句子的主语。</li><li>この：连体词，意思是“这个”。</li><li>町（まち）：名词，表示“城镇”或“小镇”。</li><li>に：助词，表示动作的目的地或发生的地点。</li><li>建ちました（たちました）：动词“建つ（たつ）”的过去式，意思为“建成、建起了”。</li><li>语法点：“〜が〜に建ちました”常用来描述新建筑物在某地建成。</li></ol>,[sound:jlpt_vocabulary_in_sentence_住宅.mp3]
集団,集体，群体,私たちは集団で旅行に行きました。,我们集体去旅行了。,<ruby>私たち<rt>わたしたち</rt></ruby>は<ruby>集団<rt>しゅうだん</rt></ruby>で<ruby>旅行<rt>りょこう</rt></ruby>に<ruby>行きました<rt>いきました</rt></ruby>。,<ol><li>私たち（わたしたち）：我们。日语中用来表示包括自己在内的复数第一人称。</li><li>集団（しゅうだん）：集体、团队。常用于描述人或动物等的群体。</li><li>で：表示动作发生的场所或手段，在这里表示以“集体”身份。</li><li>旅行（りょこう）：旅行，旅游。</li><li>に：表示动作的目的地。</li><li>行きました（いきました）：“行く”的过去式敬体，表示去过某地。</li><li>日语中“集団”与“団体”均有“群体”的意思，但“集団”侧重人数较多的自然集合，“団体”更正式，多用于组织、公司。</li></ol>,[sound:jlpt_vocabulary_in_sentence_集団.mp3]
集中,集中，专注,彼は勉強に集中しています。,他正在专注于学习。,<ruby>彼は<rt>かれは</rt></ruby><ruby>勉強<rt>べんきょう</rt></ruby>に<ruby>集中<rt>しゅうちゅう</rt></ruby><ruby>しています<rt>しています</rt></ruby>。,<ol><li>彼（かれ）：他，指男性第三人称。</li><li>勉強（べんきょう）：学习，名词。</li><li>に：表示动作的目标，这里为“对学习”。</li><li>集中（しゅうちゅう）：集中、专注。常作动词“集中する”。</li><li>〜しています：表示动作正在进行，等于汉语的“正在……”。</li><li>“集中”可读作“しゅうちゅう”，应用非常广泛，比如工作集中（仕事に集中する）、注意力集中（注意力を集中する）等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_集中.mp3]
